scenario,variant,n,penalty,weight,strategy,ndcg
running,basic,10,1,var1,SubtreeWithUncertainty,0.984787
running,basic,10,1,var1,SubtreeWithUncertaintyPropagation,0.984787
running,basic,10,1,var1,SubtreeWithPenalty,0.963168
running,basic,10,1,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.984787
running,basic,10,1,var1,ResponseTimeAnalysis,0.881969
running,basic,10,1,var1,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,1,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.971870
running,basic,10,1,var1,HybridWithUncertainty,0.986404
running,basic,10,1,var1,HybridWithUncertaintyPropagation,0.986404
running,basic,10,1,var1,HybridWithUncertaintyAndPenalty,0.986404
running,basic,10,1,var1,HybridWithUncertaintyPropagationAndPenalty,0.986404
running,basic,10,1,var0,Subtree,0.963168
running,basic,10,1,var0,SubtreeWithUncertainty,0.986404
running,basic,10,1,var0,SubtreeWithUncertaintyPropagation,0.989272
running,basic,10,1,var0,SubtreeWithPenalty,0.963168
running,basic,10,1,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.989272
running,basic,10,1,var0,ResponseTimeAnalysis,0.881969
running,basic,10,1,var0,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,1,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.976662
running,basic,10,1,var0,HybridWithUncertainty,0.989565
running,basic,10,1,var0,HybridWithUncertaintyPropagation,0.994064
running,basic,10,1,var0,HybridWithUncertaintyAndPenalty,0.989565
running,basic,10,1,var0,HybridWithUncertaintyPropagationAndPenalty,0.994064
running,basic,10,9,var1,Subtree,0.963168
running,basic,10,9,var1,SubtreeWithUncertainty,0.984787
running,basic,10,9,var1,SubtreeWithUncertaintyPropagation,0.984787
running,basic,10,9,var1,SubtreeWithPenalty,0.963168
running,basic,10,9,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.984787
running,basic,10,9,var1,ResponseTimeAnalysis,0.881969
running,basic,10,9,var1,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,9,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.944956
running,basic,10,9,var1,HybridWithUncertainty,0.986404
running,basic,10,9,var1,HybridWithUncertaintyPropagation,0.986404
running,basic,10,9,var1,HybridWithUncertaintyAndPenalty,0.945501
running,basic,10,9,var1,HybridWithUncertaintyPropagationAndPenalty,0.945501
running,basic,10,9,var0,Subtree,0.963168
running,basic,10,9,var0,SubtreeWithUncertainty,0.986404
running,basic,10,9,var0,SubtreeWithUncertaintyPropagation,0.989272
running,basic,10,9,var0,SubtreeWithPenalty,0.963168
running,basic,10,9,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.989272
running,basic,10,9,var0,ResponseTimeAnalysis,0.881969
running,basic,10,9,var0,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,9,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.955790
running,basic,10,9,var0,HybridWithUncertainty,0.989565
running,basic,10,9,var0,HybridWithUncertaintyPropagation,0.994064
running,basic,10,9,var0,HybridWithUncertaintyAndPenalty,0.956335
running,basic,10,9,var0,HybridWithUncertaintyPropagationAndPenalty,0.957603
running,basic,10,1,var2,Subtree,0.963168
running,basic,10,1,var2,SubtreeWithUncertainty,0.969272
running,basic,10,1,var2,SubtreeWithUncertaintyPropagation,0.980106
running,basic,10,1,var2,SubtreeWithPenalty,0.963168
running,basic,10,1,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.980106
running,basic,10,1,var2,ResponseTimeAnalysis,0.881969
running,basic,10,1,var2,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,1,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.964405
running,basic,10,1,var2,HybridWithUncertainty,0.970889
running,basic,10,1,var2,HybridWithUncertaintyPropagation,0.981723
running,basic,10,1,var2,HybridWithUncertaintyAndPenalty,0.970889
running,basic,10,1,var2,HybridWithUncertaintyPropagationAndPenalty,0.981723
running,basic,10,1,var3,Subtree,0.963168
running,basic,10,1,var3,SubtreeWithUncertainty,0.991165
running,basic,10,1,var3,SubtreeWithUncertaintyPropagation,0.991165
running,basic,10,1,var3,SubtreeWithPenalty,0.963168
running,basic,10,1,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.991165
running,basic,10,1,var3,ResponseTimeAnalysis,0.881969
running,basic,10,1,var3,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,1,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.967960
running,basic,10,1,var3,HybridWithUncertainty,0.992433
running,basic,10,1,var3,HybridWithUncertaintyPropagation,0.992433
running,basic,10,1,var3,HybridWithUncertaintyAndPenalty,0.992433
running,basic,10,1,var3,HybridWithUncertaintyPropagationAndPenalty,0.992433
running,basic,10,3,var2,Subtree,0.963168
running,basic,10,3,var2,SubtreeWithUncertainty,0.969272
running,basic,10,3,var2,SubtreeWithUncertaintyPropagation,0.980106
running,basic,10,3,var2,SubtreeWithPenalty,0.963168
running,basic,10,3,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.980106
running,basic,10,3,var2,ResponseTimeAnalysis,0.881969
running,basic,10,3,var2,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,3,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.937013
running,basic,10,3,var2,HybridWithUncertainty,0.970889
running,basic,10,3,var2,HybridWithUncertaintyPropagation,0.981723
running,basic,10,3,var2,HybridWithUncertaintyAndPenalty,0.952627
running,basic,10,3,var2,HybridWithUncertaintyPropagationAndPenalty,0.976427
running,basic,10,3,var3,Subtree,0.963168
running,basic,10,3,var3,SubtreeWithUncertainty,0.991165
running,basic,10,3,var3,SubtreeWithUncertaintyPropagation,0.991165
running,basic,10,3,var3,SubtreeWithPenalty,0.963168
running,basic,10,3,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.991165
running,basic,10,3,var3,ResponseTimeAnalysis,0.881969
running,basic,10,3,var3,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,3,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.983764
running,basic,10,3,var3,HybridWithUncertainty,0.992433
running,basic,10,3,var3,HybridWithUncertaintyPropagation,0.992433
running,basic,10,3,var3,HybridWithUncertaintyAndPenalty,0.994166
running,basic,10,3,var3,HybridWithUncertaintyPropagationAndPenalty,0.994166
running,basic,10,7,var3,Subtree,0.963168
running,basic,10,7,var3,SubtreeWithUncertainty,0.991165
running,basic,10,7,var3,SubtreeWithUncertaintyPropagation,0.991165
running,basic,10,7,var3,SubtreeWithPenalty,0.963168
running,basic,10,7,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.991165
running,basic,10,7,var3,ResponseTimeAnalysis,0.881969
running,basic,10,7,var3,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,7,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.955790
running,basic,10,7,var3,HybridWithUncertainty,0.992433
running,basic,10,7,var3,HybridWithUncertaintyPropagation,0.992433
running,basic,10,7,var3,HybridWithUncertaintyAndPenalty,0.957603
running,basic,10,7,var3,HybridWithUncertaintyPropagationAndPenalty,0.985646
running,basic,10,7,var2,Subtree,0.963168
running,basic,10,7,var2,SubtreeWithUncertainty,0.969272
running,basic,10,7,var2,SubtreeWithUncertaintyPropagation,0.980106
running,basic,10,7,var2,SubtreeWithPenalty,0.963168
running,basic,10,7,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.980106
running,basic,10,7,var2,ResponseTimeAnalysis,0.881969
running,basic,10,7,var2,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,7,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.937013
running,basic,10,7,var2,HybridWithUncertainty,0.970889
running,basic,10,7,var2,HybridWithUncertaintyPropagation,0.981723
running,basic,10,7,var2,HybridWithUncertaintyAndPenalty,0.939660
running,basic,10,7,var2,HybridWithUncertaintyPropagationAndPenalty,0.943287
running,basic,10,5,var3,Subtree,0.963168
running,basic,10,5,var3,SubtreeWithUncertainty,0.991165
running,basic,10,5,var3,SubtreeWithUncertaintyPropagation,0.991165
running,basic,10,5,var3,SubtreeWithPenalty,0.963168
running,basic,10,5,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.991165
running,basic,10,5,var3,ResponseTimeAnalysis,0.881969
running,basic,10,5,var3,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,5,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.955790
running,basic,10,5,var3,HybridWithUncertainty,0.992433
running,basic,10,5,var3,HybridWithUncertaintyPropagation,0.992433
running,basic,10,5,var3,HybridWithUncertaintyAndPenalty,0.966207
running,basic,10,5,var3,HybridWithUncertaintyPropagationAndPenalty,0.985646
running,basic,10,5,var2,Subtree,0.963168
running,basic,10,5,var2,SubtreeWithUncertainty,0.969272
running,basic,10,5,var2,SubtreeWithUncertaintyPropagation,0.980106
running,basic,10,5,var2,SubtreeWithPenalty,0.963168
running,basic,10,5,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.980106
running,basic,10,5,var2,ResponseTimeAnalysis,0.881969
running,basic,10,5,var2,ResponseTimeAnalysisWithPenalty,0.881969
running,basic,10,5,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.937013
running,basic,10,5,var2,HybridWithUncertainty,0.970889
running,basic,10,5,var2,HybridWithUncertaintyPropagation,0.981723
running,basic,10,5,var2,HybridWithUncertaintyAndPenalty,0.939660
running,basic,10,5,var2,HybridWithUncertaintyPropagationAndPenalty,0.958158
multichange,basic,3,3,var3,Subtree,1.000000
multichange,basic,3,3,var3,SubtreeWithUncertainty,1.000000
multichange,basic,3,3,var3,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,3,var3,SubtreeWithPenalty,0.941340
multichange,basic,3,3,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.941340
multichange,basic,3,3,var3,ResponseTimeAnalysis,0.619824
multichange,basic,3,3,var3,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,3,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,3,var3,HybridWithUncertainty,1.000000
multichange,basic,3,3,var3,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,3,var3,HybridWithUncertaintyAndPenalty,0.912010
multichange,basic,3,3,var3,HybridWithUncertaintyPropagationAndPenalty,0.941340
multichange,basic,3,3,var2,Subtree,1.000000
multichange,basic,3,3,var2,SubtreeWithUncertainty,1.000000
multichange,basic,3,3,var2,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,3,var2,SubtreeWithPenalty,0.941340
multichange,basic,3,3,var2,SubtreeWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,3,var2,ResponseTimeAnalysis,0.619824
multichange,basic,3,3,var2,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,3,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.643664
multichange,basic,3,3,var2,HybridWithUncertainty,1.000000
multichange,basic,3,3,var2,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,3,var2,HybridWithUncertaintyAndPenalty,0.941340
multichange,basic,3,3,var2,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,1,var3,Subtree,1.000000
multichange,basic,3,1,var3,SubtreeWithUncertainty,1.000000
multichange,basic,3,1,var3,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,1,var3,SubtreeWithPenalty,1.000000
multichange,basic,3,1,var3,SubtreeWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,1,var3,ResponseTimeAnalysis,0.619824
multichange,basic,3,1,var3,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,1,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.676907
multichange,basic,3,1,var3,HybridWithUncertainty,1.000000
multichange,basic,3,1,var3,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,1,var3,HybridWithUncertaintyAndPenalty,1.000000
multichange,basic,3,1,var3,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,1,var2,Subtree,1.000000
multichange,basic,3,1,var2,SubtreeWithUncertainty,1.000000
multichange,basic,3,1,var2,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,1,var2,SubtreeWithPenalty,1.000000
multichange,basic,3,1,var2,SubtreeWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,1,var2,ResponseTimeAnalysis,0.619824
multichange,basic,3,1,var2,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,1,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.643664
multichange,basic,3,1,var2,HybridWithUncertainty,1.000000
multichange,basic,3,1,var2,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,1,var2,HybridWithUncertaintyAndPenalty,1.000000
multichange,basic,3,1,var2,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,5,var2,Subtree,1.000000
multichange,basic,3,5,var2,SubtreeWithUncertainty,1.000000
multichange,basic,3,5,var2,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,5,var2,SubtreeWithPenalty,0.925980
multichange,basic,3,5,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,5,var2,ResponseTimeAnalysis,0.619824
multichange,basic,3,5,var2,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,5,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.643664
multichange,basic,3,5,var2,HybridWithUncertainty,1.000000
multichange,basic,3,5,var2,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,5,var2,HybridWithUncertaintyAndPenalty,0.925980
multichange,basic,3,5,var2,HybridWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,5,var3,Subtree,1.000000
multichange,basic,3,5,var3,SubtreeWithUncertainty,1.000000
multichange,basic,3,5,var3,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,5,var3,SubtreeWithPenalty,0.925980
multichange,basic,3,5,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.941340
multichange,basic,3,5,var3,ResponseTimeAnalysis,0.619824
multichange,basic,3,5,var3,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,5,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,5,var3,HybridWithUncertainty,1.000000
multichange,basic,3,5,var3,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,5,var3,HybridWithUncertaintyAndPenalty,0.800980
multichange,basic,3,5,var3,HybridWithUncertaintyPropagationAndPenalty,0.941340
multichange,basic,3,7,var2,Subtree,1.000000
multichange,basic,3,7,var2,SubtreeWithUncertainty,1.000000
multichange,basic,3,7,var2,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,7,var2,SubtreeWithPenalty,0.882680
multichange,basic,3,7,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,7,var2,ResponseTimeAnalysis,0.619824
multichange,basic,3,7,var2,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,7,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.643664
multichange,basic,3,7,var2,HybridWithUncertainty,1.000000
multichange,basic,3,7,var2,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,7,var2,HybridWithUncertaintyAndPenalty,0.765361
multichange,basic,3,7,var2,HybridWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,7,var3,Subtree,1.000000
multichange,basic,3,7,var3,SubtreeWithUncertainty,1.000000
multichange,basic,3,7,var3,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,7,var3,SubtreeWithPenalty,0.882680
multichange,basic,3,7,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.933660
multichange,basic,3,7,var3,ResponseTimeAnalysis,0.619824
multichange,basic,3,7,var3,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,7,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,7,var3,HybridWithUncertainty,1.000000
multichange,basic,3,7,var3,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,7,var3,HybridWithUncertaintyAndPenalty,0.712990
multichange,basic,3,7,var3,HybridWithUncertaintyPropagationAndPenalty,0.933660
multichange,basic,3,9,var0,Subtree,1.000000
multichange,basic,3,9,var0,SubtreeWithUncertainty,1.000000
multichange,basic,3,9,var0,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,9,var0,SubtreeWithPenalty,0.882680
multichange,basic,3,9,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.904330
multichange,basic,3,9,var0,ResponseTimeAnalysis,0.619824
multichange,basic,3,9,var0,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,9,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,9,var0,HybridWithUncertainty,1.000000
multichange,basic,3,9,var0,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,9,var0,HybridWithUncertaintyAndPenalty,0.734639
multichange,basic,3,9,var0,HybridWithUncertaintyPropagationAndPenalty,0.845670
multichange,basic,3,9,var1,Subtree,1.000000
multichange,basic,3,9,var1,SubtreeWithUncertainty,1.000000
multichange,basic,3,9,var1,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,9,var1,SubtreeWithPenalty,0.882680
multichange,basic,3,9,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.904330
multichange,basic,3,9,var1,ResponseTimeAnalysis,0.619824
multichange,basic,3,9,var1,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,9,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,9,var1,HybridWithUncertainty,1.000000
multichange,basic,3,9,var1,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,9,var1,HybridWithUncertaintyAndPenalty,0.734639
multichange,basic,3,9,var1,HybridWithUncertaintyPropagationAndPenalty,0.845670
multichange,basic,3,7,var1,Subtree,1.000000
multichange,basic,3,7,var1,SubtreeWithUncertainty,1.000000
multichange,basic,3,7,var1,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,7,var1,SubtreeWithPenalty,0.882680
multichange,basic,3,7,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,7,var1,ResponseTimeAnalysis,0.619824
multichange,basic,3,7,var1,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,7,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,7,var1,HybridWithUncertainty,1.000000
multichange,basic,3,7,var1,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,7,var1,HybridWithUncertaintyAndPenalty,0.750000
multichange,basic,3,7,var1,HybridWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,7,var0,Subtree,1.000000
multichange,basic,3,7,var0,SubtreeWithUncertainty,1.000000
multichange,basic,3,7,var0,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,7,var0,SubtreeWithPenalty,0.882680
multichange,basic,3,7,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,7,var0,ResponseTimeAnalysis,0.619824
multichange,basic,3,7,var0,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,7,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,7,var0,HybridWithUncertainty,1.000000
multichange,basic,3,7,var0,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,7,var0,HybridWithUncertaintyAndPenalty,0.750000
multichange,basic,3,7,var0,HybridWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,5,var1,Subtree,1.000000
multichange,basic,3,5,var1,SubtreeWithUncertainty,1.000000
multichange,basic,3,5,var1,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,5,var1,SubtreeWithPenalty,0.925980
multichange,basic,3,5,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.933660
multichange,basic,3,5,var1,ResponseTimeAnalysis,0.619824
multichange,basic,3,5,var1,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,5,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,5,var1,HybridWithUncertainty,1.000000
multichange,basic,3,5,var1,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,5,var1,HybridWithUncertaintyAndPenalty,0.867320
multichange,basic,3,5,var1,HybridWithUncertaintyPropagationAndPenalty,0.933660
multichange,basic,3,5,var0,Subtree,1.000000
multichange,basic,3,5,var0,SubtreeWithUncertainty,1.000000
multichange,basic,3,5,var0,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,5,var0,SubtreeWithPenalty,0.925980
multichange,basic,3,5,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.933660
multichange,basic,3,5,var0,ResponseTimeAnalysis,0.619824
multichange,basic,3,5,var0,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,5,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,5,var0,HybridWithUncertainty,1.000000
multichange,basic,3,5,var0,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,5,var0,HybridWithUncertaintyAndPenalty,0.867320
multichange,basic,3,5,var0,HybridWithUncertaintyPropagationAndPenalty,0.933660
multichange,basic,3,1,var0,Subtree,1.000000
multichange,basic,3,1,var0,SubtreeWithUncertainty,1.000000
multichange,basic,3,1,var0,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,1,var0,SubtreeWithPenalty,1.000000
multichange,basic,3,1,var0,SubtreeWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,1,var0,ResponseTimeAnalysis,0.619824
multichange,basic,3,1,var0,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,1,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.665850
multichange,basic,3,1,var0,HybridWithUncertainty,1.000000
multichange,basic,3,1,var0,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,1,var0,HybridWithUncertaintyAndPenalty,1.000000
multichange,basic,3,1,var0,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,1,var1,Subtree,1.000000
multichange,basic,3,1,var1,SubtreeWithUncertainty,1.000000
multichange,basic,3,1,var1,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,1,var1,SubtreeWithPenalty,1.000000
multichange,basic,3,1,var1,SubtreeWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,1,var1,ResponseTimeAnalysis,0.619824
multichange,basic,3,1,var1,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,1,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.665850
multichange,basic,3,1,var1,HybridWithUncertainty,1.000000
multichange,basic,3,1,var1,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,1,var1,HybridWithUncertaintyAndPenalty,1.000000
multichange,basic,3,1,var1,HybridWithUncertaintyPropagationAndPenalty,1.000000
multichange,basic,3,3,var0,Subtree,1.000000
multichange,basic,3,3,var0,SubtreeWithUncertainty,1.000000
multichange,basic,3,3,var0,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,3,var0,SubtreeWithPenalty,0.941340
multichange,basic,3,3,var0,SubtreeWithUncertaintyPropagationAndPenalty,0.941340
multichange,basic,3,3,var0,ResponseTimeAnalysis,0.619824
multichange,basic,3,3,var0,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,3,var0,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,3,var0,HybridWithUncertainty,1.000000
multichange,basic,3,3,var0,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,3,var0,HybridWithUncertaintyAndPenalty,0.941340
multichange,basic,3,3,var0,HybridWithUncertaintyPropagationAndPenalty,0.941340
multichange,basic,3,3,var1,Subtree,1.000000
multichange,basic,3,3,var1,SubtreeWithUncertainty,1.000000
multichange,basic,3,3,var1,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,3,var1,SubtreeWithPenalty,0.941340
multichange,basic,3,3,var1,SubtreeWithUncertaintyPropagationAndPenalty,0.941340
multichange,basic,3,3,var1,ResponseTimeAnalysis,0.619824
multichange,basic,3,3,var1,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,3,var1,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,3,var1,HybridWithUncertainty,1.000000
multichange,basic,3,3,var1,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,3,var1,HybridWithUncertaintyAndPenalty,0.941340
multichange,basic,3,3,var1,HybridWithUncertaintyPropagationAndPenalty,0.941340
multichange,basic,3,9,var3,Subtree,1.000000
multichange,basic,3,9,var3,SubtreeWithUncertainty,1.000000
multichange,basic,3,9,var3,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,9,var3,SubtreeWithPenalty,0.882680
multichange,basic,3,9,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,9,var3,ResponseTimeAnalysis,0.619824
multichange,basic,3,9,var3,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,9,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.652234
multichange,basic,3,9,var3,HybridWithUncertainty,1.000000
multichange,basic,3,9,var3,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,9,var3,HybridWithUncertaintyAndPenalty,0.712990
multichange,basic,3,9,var3,HybridWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,9,var2,Subtree,1.000000
multichange,basic,3,9,var2,SubtreeWithUncertainty,1.000000
multichange,basic,3,9,var2,SubtreeWithUncertaintyPropagation,1.000000
multichange,basic,3,9,var2,SubtreeWithPenalty,0.882680
multichange,basic,3,9,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,3,9,var2,ResponseTimeAnalysis,0.619824
multichange,basic,3,9,var2,ResponseTimeAnalysisWithPenalty,0.619824
multichange,basic,3,9,var2,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.643664
multichange,basic,3,9,var2,HybridWithUncertainty,1.000000
multichange,basic,3,9,var2,HybridWithUncertaintyPropagation,1.000000
multichange,basic,3,9,var2,HybridWithUncertaintyAndPenalty,0.734639
multichange,basic,3,9,var2,HybridWithUncertaintyPropagationAndPenalty,0.925980
multichange,basic,5,3,var3,Subtree,0.914465
multichange,basic,5,3,var3,SubtreeWithUncertainty,0.986435
multichange,basic,5,3,var3,SubtreeWithUncertaintyPropagation,0.996158
multichange,basic,5,3,var3,SubtreeWithPenalty,0.922254
multichange,basic,5,3,var3,SubtreeWithUncertaintyPropagationAndPenalty,0.990081
multichange,basic,5,3,var3,ResponseTimeAnalysis,0.636005
multichange,basic,5,3,var3,ResponseTimeAnalysisWithPenalty,0.636005
multichange,basic,5,3,var3,ResponseTimeAnalysisWithUncertaintyAndPenalty,0.726270
multichange,basic,5,3,var3,HybridWithUncertainty,0.962244
multichange,basic,5,3,var3,HybridWithUncertaintyPropagation,0.996158
multichange,basic,5,3,var3,HybridWithUncertaintyAndPenalty,0.911531
multichange,basic,5,3,var3,HybridWithUncertaintyPropagationAndPenalty,0.990081
multichange,basic,5,3,var2,Subtree,0.914465
multichange,basic,5,3,var2,SubtreeWithUncertainty,0.926410
multichange,basic,5,3,var2,SubtreeWithUncertaintyPropagation,0.928331
multichange,basic,5,3,var2,SubtreeWithPenalty,0.922254
multichange,basic,5,3,var2,SubtreeWithUncertaintyPropagationAndPenalty,0.928331
multichange,basic,5,3,var2,ResponseTimeAnalysis,0.636005
